"day","symbol","asset_type","open","high","low","close","volume"
"2022-09-29","BTC","crypto","20278.68000000","21142.62000000","18448.90000000","20375.07000000","1434885"
"2022-09-29","COST","stock","503.10","485.27","493.28","503.10","6428055"
"2022-09-29","ETH","crypto","3091.19000000","3192.68000000","2934.59000000","3016.69000000","1953522"
"2022-09-29","JNJ","stock","268.77","261.02","262.02","268.77","13031848"
"2022-09-29","MSFT","stock","147.59","145.31","145.33","147.59","6671618"
"2022-09-29","PG","stock","47.13","46.86","47.25","47.70","469290"
"2022-09-29","V","stock","163.93","160.69","163.60","167.70","2422481"
"2022-09-28","BTC","crypto","20280.63000000","20976.67000000","18545.52000000","19921.05000000","1107120"
"2022-09-28","COST","stock","505.23","500.30","501.88","507.81","5298128"
"2022-09-28","ETH","crypto","2983.18000000","3181.04000000","2935.09000000","3121.55000000","603300"
"2022-09-28","JNJ","stock","269.73","269.38","269.87","271.37","13508749"
"2022-09-28","MSFT","stock","151.99","149.19","149.40","151.99","1917751"
"2022-09-28","PG","stock","47.20","46.77","47.12","47.49","1239165"
"2022-09-28","V","stock","170.55","162.34","162.91","170.55","3489496"
"2022-09-27","BTC","crypto","19056.67000000","19514.49000000","18000.67000000","19440.59000000","1753232"
"2022-09-27","COST","stock","499.00","499.00","503.64","505.50","3100014"
"2022-09-27","ETH","crypto","2991.76000000","3214.35000000","2972.21000000","3055.68000000","934706"
"2022-09-27","JNJ","stock","264.16","264.16","272.27","273.97","11958562"
"2022-09-27","MSFT","stock","153.76","150.92","152.74","154.17","2658036"
"2022-09-27","PG","stock","47.34","47.33","47.40","47.45","1888179"
"2022-09-27","V","stock","180.94","167.71","171.29","180.94","12681601"
"2022-09-26","BTC","crypto","19868.06000000","21258.56000000","17987.06000000","19518.65000000","5905895"
"2022-09-26","COST","stock","496.24","496.24","500.70","500.98","1754761"
"2022-09-26","ETH","crypto","3080.51000000","3174.18000000","2952.65000000","3104.90000000","965530"
"2022-09-26","JNJ","stock","263.40","258.90","262.72","268.96","3041002"
"2022-09-26","MSFT","stock","154.46","152.86","153.63","156.12","9510173"
"2022-09-26","PG","stock","47.32","47.32","47.38","47.45","8380644"
"2022-09-26","V","stock","181.47","175.29","177.90","181.47","31690109"
"2022-09-23","BTC","crypto","16979.22000000","19571.69000000","16979.22000000","17421.84000000","638261"
"2022-09-23","COST","stock","503.94","493.71","494.79","503.94","2605021"
"2022-09-23","ETH","crypto","2861.71000000","3041.95000000","2717.89000000","2911.11000000","544308"
"2022-09-23","JNJ","stock","261.79","261.79","265.60","268.12","3473358"
"2022-09-23","MSFT","stock","150.37","150.37","153.47","154.23","2768958"
"2022-09-23","PG","stock","46.72","46.63","47.07","47.10","803256"
"2022-09-23","V","stock","179.99","179.71","180.11","181.63","1388150"
"2022-09-22","BTC","crypto","17680.63000000","18046.57000000","16927.80000000","17239.01000000","852713"
"2022-09-22","COST","stock","500.59","500.59","502.18","502.26","1866565"
"2022-09-22","ETH","crypto","3019.37000000","3019.37000000","2840.66000000","2886.36000000","955336"
"2022-09-22","JNJ","stock","272.64","257.08","260.54","272.64","1245557"
"2022-09-22","MSFT","stock","149.14","147.57","148.29","149.14","19306855"
"2022-09-22","PG","stock","46.60","46.60","46.79","46.99","1952642"
"2022-09-22","V","stock","170.22","170.22","178.96","180.39","1300484"
"2022-09-21","BTC","crypto","16252.51000000","17789.95000000","16252.51000000","17683.22000000","1185585"
"2022-09-21","COST","stock","511.15","496.70","501.30","511.15","2432617"
"2022-09-21","ETH","crypto","3044.71000000","3044.71000000","2841.92000000","2933.43000000","2075338"
"2022-09-21","JNJ","stock","274.26","270.95","271.21","274.26","872936"
"2022-09-21","MSFT","stock","147.55","147.42","148.94","150.75","13345778"
"2022-09-21","PG","stock","45.97","45.97","46.48","46.66","2658429"
"2022-09-21","V","stock","173.60","169.86","172.34","175.82","2981665"
"2022-09-20","BTC","crypto","16993.48000000","18096.99000000","15788.16000000","16953.78000000","1314545"
"2022-09-20","COST","stock","498.05","498.05","510.01","510.09","5848270"
"2022-09-20","ETH","crypto","2721.31000000","3052.32000000","2721.31000000","2989.10000000","1750950"
"2022-09-20","JNJ","stock","259.35","259.35","273.82","274.98","755016"
"2022-09-20","MSFT","stock","152.02","144.13","146.47","152.02","3079104"
"2022-09-20","PG","stock","46.79","46.06","46.06","46.79","10545854"
"2022-09-20","V","stock","177.79","169.56","172.07","177.79","3204547"
"2022-09-19","BTC","crypto","16872.65000000","17040.48000000","15386.35000000","16993.26000000","4254986"
"2022-09-19","COST","stock","497.77","497.07","498.18","499.20","1554771"
"2022-09-19","ETH","crypto","2870.66000000","2942.11000000","2716.25000000","2786.08000000","1851448"
"2022-09-19","JNJ","stock","269.75","257.78","260.17","269.75","676715"
"2022-09-19","MSFT","stock","154.34","148.00","151.41","155.11","3799438"
"2022-09-19","PG","stock","46.76","46.64","46.67","47.12","7729888"
"2022-09-19","V","stock","176.74","174.71","175.34","176.74","1645238"
"2022-09-16","BTC","crypto","14901.91000000","16013.93000000","14812.36000000","15637.99000000","742292"
"2022-09-16","COST","stock","492.04","492.04","498.95","499.21","19081824"
"2022-09-16","ETH","crypto","2925.65000000","3127.15000000","2813.26000000","2916.52000000","5576657"
"2022-09-16","JNJ","stock","264.08","264.08","267.84","268.11","7280721"
"2022-09-16","MSFT","stock","154.30","153.78","153.95","154.30","6512489"
"2022-09-16","PG","stock","46.87","46.39","46.64","46.95","3460768"
"2022-09-16","V","stock","169.73","165.13","175.45","184.99","3958783"
"2022-09-15","BTC","crypto","16256.74000000","16950.78000000","15199.34000000","15287.27000000","2222161"
"2022-09-15","COST","stock","493.26","483.55","489.68","493.26","1616757"
"2022-09-15","ETH","crypto","2984.33000000","3063.35000000","2811.65000000","2936.45000000","1612185"
"2022-09-15","JNJ","stock","262.97","262.97","267.97","268.24","5102189"
"2022-09-15","MSFT","stock","156.66","153.40","153.70","156.66","4259752"
"2022-09-15","PG","stock","46.35","46.35","46.96","46.98","1513502"
"2022-09-15","V","stock","169.48","166.55","170.20","173.11","15471180"
"2022-09-14","BTC","crypto","17152.39000000","18036.05000000","16423.15000000","16457.02000000","2639832"
"2022-09-14","COST","stock","489.64","489.64","494.64","495.81","2903013"
"2022-09-14","ETH","crypto","2840.65000000","2936.22000000","2649.29000000","2908.17000000","37933900"
"2022-09-14","JNJ","stock","263.75","263.75","265.63","273.25","6417235"
"2022-09-14","MSFT","stock","156.93","155.90","157.17","158.29","814216"
"2022-09-14","PG","stock","46.71","46.30","46.46","46.71","3010463"
"2022-09-14","V","stock","169.12","166.55","169.47","169.59","3801299"
"2022-09-13","BTC","crypto","17653.65000000","18502.16000000","14729.54000000","16946.23000000","627166"
"2022-09-13","COST","stock","494.86","488.92","492.47","494.86","1271917"
"2022-09-13","ETH","crypto","2921.50000000","3008.41000000","2849.80000000","2850.50000000","680939"
"2022-09-13","JNJ","stock","263.32","261.61","263.18","264.99","5872478"
"2022-09-13","MSFT","stock","156.32","156.32","157.35","161.40","7105730"
"2022-09-13","PG","stock","46.12","46.12","46.50","46.50","19264737"
"2022-09-13","V","stock","159.12","159.12","165.39","167.26","1604705"
"2022-09-12","BTC","crypto","17837.70000000","19889.57000000","16187.39000000","17973.19000000","865848"
"2022-09-12","COST","stock","489.18","485.89","491.52","498.23","624196"
"2022-09-12","ETH","crypto","2847.95000000","2952.39000000","2847.95000000","2910.56000000","1701557"
"2022-09-12","JNJ","stock","267.33","258.65","262.72","267.33","3508677"
"2022-09-12","MSFT","stock","154.96","154.96","156.85","160.11","2940020"
"2022-09-12","PG","stock","45.87","45.87","46.11","46.22","10464795"
"2022-09-12","V","stock","168.09","158.58","161.82","168.09","2323307"
"2022-09-09","BTC","crypto","17898.31000000","18920.79000000","16001.92000000","17525.94000000","861594"
"2022-09-09","COST","stock","485.04","485.04","489.46","491.55","4089923"
"2022-09-09","ETH","crypto","3151.24000000","3269.42000000","3099.48000000","3167.81000000","3954339"
"2022-09-09","JNJ","stock","260.14","260.14","267.07","268.74","2206432"
"2022-09-09","MSFT","stock","151.32","148.44","153.92","156.33","2653447"
"2022-09-09","PG","stock","45.35","45.35","45.84","45.84","7095490"
"2022-09-09","V","stock","172.91","168.18","168.75","172.91","764034"
"2022-09-08","BTC","crypto","18578.40000000","18771.62000000","16656.14000000","17762.76000000","8706850"
"2022-09-08","COST","stock","490.92","479.62","484.62","490.92","4396345"
"2022-09-08","ETH","crypto","3245.45000000","3268.81000000","3090.30000000","3166.29000000","356721"
"2022-09-08","JNJ","stock","254.42","254.42","260.75","262.27","1666175"
"2022-09-08","MSFT","stock","149.25","149.25","152.26","156.16","3050320"
"2022-09-08","PG","stock","45.40","45.40","45.44","45.45","47598022"
"2022-09-08","V","stock","163.04","163.04","171.10","175.05","3098857"
"2022-09-07","BTC","crypto","17355.14000000","18709.79000000","17056.09000000","17698.14000000","336466"
"2022-09-07","COST","stock","498.67","492.08","492.09","498.67","2202754"
"2022-09-07","ETH","crypto","3103.97000000","3333.94000000","3103.97000000","3302.72000000","3260898"
"2022-09-07","JNJ","stock","259.46","245.53","253.18","259.70","2903886"
"2022-09-07","MSFT","stock","149.49","146.17","150.86","153.95","4033844"
"2022-09-07","PG","stock","44.72","44.72","45.32","45.72","11067163"
"2022-09-07","V","stock","165.30","161.21","163.18","165.60","6699020"
"2022-09-06","BTC","crypto","16967.64000000","17515.29000000","16605.38000000","17250.86000000","1463767"
"2022-09-06","COST","stock","505.50","495.19","498.06","506.74","1598022"
"2022-09-06","ETH","crypto","3198.31000000","3201.56000000","2994.94000000","3141.02000000","443993"
"2022-09-06","JNJ","stock","260.06","250.12","260.36","262.23","446284"
"2022-09-06","MSFT","stock","151.38","148.83","149.07","151.38","5638313"
"2022-09-06","PG","stock","44.24","44.24","44.70","44.77","1274882"
"2022-09-06","V","stock","157.91","157.91","165.72","165.77","5830515"
"2022-09-05","BTC","crypto","17753.96000000","18212.93000000","16708.52000000","16784.79000000","786598"
"2022-09-05","COST","stock","504.21","499.50","506.67","507.50","3514434"
"2022-09-05","ETH","crypto","3046.11000000","3165.73000000","2966.02000000","3103.82000000","587357"
"2022-09-05","JNJ","stock","267.47","260.47","261.21","267.47","3977803"
"2022-09-05","MSFT","stock","147.18","147.18","150.13","150.27","400026"
"2022-09-05","PG","stock","44.27","43.74","44.37","44.84","1395739"
"2022-09-05","V","stock","163.77","158.82","158.93","163.77","471798"
"2022-09-02","BTC","crypto","17369.73000000","17376.99000000","15887.90000000","16460.61000000","486327"
"2022-09-02","COST","stock","481.58","481.58","503.00","503.12","6199338"
"2022-09-02","ETH","crypto","3307.83000000","3586.09000000","3167.27000000","3314.75000000","1111408"
"2022-09-02","JNJ","stock","266.03","265.94","266.25","267.18","18217568"
"2022-09-02","MSFT","stock","149.61","145.59","145.98","149.61","16290457"
"2022-09-02","PG","stock","45.26","43.58","44.22","45.26","9243953"
"2022-09-02","V","stock","171.23","159.34","164.12","171.23","7031588"
"2022-09-01","BTC","crypto","18837.02000000","18837.02000000","16265.88000000","16834.55000000","350292"
"2022-09-01","COST","stock","484.23","478.24","483.17","490.12","24425185"
"2022-09-01","ETH","crypto","3289.15000000","3437.81000000","3126.77000000","3344.10000000","299057"
"2022-09-01","JNJ","stock","271.91","263.98","267.00","271.91","632390"
"2022-09-01","MSFT","stock","144.64","144.64","149.02","150.97","1359100"
"2022-09-01","PG","stock","45.38","44.78","45.26","45.38","11621655"
"2022-09-01","V","stock","174.23","163.37","170.47","174.23","7389447"
"2022-08-31","BTC","crypto","18948.90000000","19444.94000000","16689.08000000","18176.50000000","1632900"
"2022-08-31","COST","stock","489.98","483.42","485.88","489.98","2075493"
"2022-08-31","ETH","crypto","3450.73000000","3548.85000000","3246.36000000","3269.62000000","2747423"
"2022-08-31","JNJ","stock","257.52","257.52","271.08","271.09","6437777"
"2022-08-31","MSFT","stock","147.17","145.05","145.48","147.17","13801792"
"2022-08-31","PG","stock","46.06","45.24","45.36","46.06","3182212"
"2022-08-31","V","stock","167.31","167.31","174.31","175.46","652137"
"2022-08-30","BTC","crypto","19878.41000000","20091.05000000","18632.02000000","18811.02000000","1110220"
"2022-08-30","COST","stock","493.86","490.94","490.95","493.86","1577829"
"2022-08-30","ETH","crypto","3319.61000000","3497.38000000","3316.47000000","3446.74000000","1734201"
"2022-08-30","JNJ","stock","262.34","252.69","261.71","262.70","755932"
"2022-08-30","MSFT","stock","148.68","147.07","147.94","148.68","11468081"
"2022-08-30","PG","stock","46.63","45.50","45.98","46.63","4193764"
"2022-08-30","V","stock","167.20","167.20","167.43","167.58","5334567"
"2022-08-29","BTC","crypto","18748.36000000","20787.03000000","17862.91000000","19764.08000000","2713714"
"2022-08-29","COST","stock","486.68","486.68","495.27","496.47","6478422"
"2022-08-29","ETH","crypto","3343.80000000","3431.26000000","3163.98000000","3345.87000000","918152"
"2022-08-29","JNJ","stock","271.44","259.55","261.68","271.44","9192030"
"2022-08-29","MSFT","stock","140.32","140.32","147.26","148.15","14166841"
"2022-08-29","PG","stock","47.28","46.35","46.54","47.28","234702"
"2022-08-29","V","stock","169.16","163.71","167.39","169.16","1836673"
"2022-08-26","BTC","crypto","18384.69000000","19333.66000000","18384.69000000","19302.13000000","4246399"
"2022-08-26","COST","stock","482.60","480.18","485.59","486.65","4657829"
"2022-08-26","ETH","crypto","3851.12000000","3853.47000000","3508.69000000","3629.73000000","1502398"
"2022-08-26","JNJ","stock","265.63","265.63","270.64","270.64","1989856"
"2022-08-26","MSFT","stock","143.73","138.04","140.70","143.73","5890172"
"2022-08-26","PG","stock","47.22","46.79","47.08","47.44","3951291"
"2022-08-26","V","stock","168.31","164.62","170.39","173.06","928599"
"2022-08-25","BTC","crypto","19342.06000000","19587.64000000","17422.70000000","17937.27000000","3731819"
"2022-08-25","COST","stock","486.16","482.15","483.08","486.16","2453910"
"2022-08-25","ETH","crypto","3856.52000000","3996.02000000","3617.99000000","3784.70000000","848816"
"2022-08-25","JNJ","stock","257.57","257.57","266.10","267.26","36716872"
"2022-08-25","MSFT","stock","146.60","142.76","143.44","146.60","15170661"
"2022-08-25","PG","stock","46.36","46.36","47.10","47.12","4516278"
"2022-08-25","V","stock","165.94","165.94","169.48","169.68","8028671"
"2022-08-24","BTC","crypto","19179.33000000","19811.16000000","17867.74000000","18520.83000000","517901"
"2022-08-24","COST","stock","497.20","487.51","487.75","497.20","605333"
"2022-08-24","ETH","crypto","3857.89000000","4074.57000000","3629.68000000","3727.70000000","3363007"
"2022-08-24","JNJ","stock","262.59","257.09","257.53","262.59","1860090"
"2022-08-24","MSFT","stock","144.30","144.30","147.12","147.71","1701658"
"2022-08-24","PG","stock","46.94","46.10","46.43","46.94","3122801"
"2022-08-24","V","stock","170.59","165.55","167.15","170.59","4686801"
"2022-08-23","BTC","crypto","21749.80000000","21749.80000000","18793.95000000","19717.44000000","3488923"
"2022-08-23","COST","stock","491.09","491.09","494.78","494.83","7340191"
"2022-08-23","ETH","crypto","3894.75000000","4069.37000000","3492.61000000","3776.60000000","3290924"
"2022-08-23","JNJ","stock","264.38","262.83","262.86","264.38","14440063"
"2022-08-23","MSFT","stock","143.21","143.21","144.39","145.81","697645"
"2022-08-23","PG","stock","46.22","46.22","46.81","47.05","788771"
"2022-08-23","V","stock","172.09","170.15","170.20","172.09","5540176"
"2022-08-22","BTC","crypto","21964.25000000","22352.34000000","20168.62000000","21037.04000000","476892"
"2022-08-22","COST","stock","486.42","486.42","488.69","488.94","5023047"
"2022-08-22","ETH","crypto","3820.84000000","4021.36000000","3732.31000000","3930.87000000","1772904"
"2022-08-22","JNJ","stock","249.31","249.31","262.84","263.46","4070530"
"2022-08-22","MSFT","stock","139.81","139.81","143.61","143.68","2519596"
"2022-08-22","PG","stock","46.22","46.13","46.18","46.22","4315778"
"2022-08-22","V","stock","164.90","164.90","171.31","173.08","3105140"
"2022-08-19","BTC","crypto","22446.73000000","24333.42000000","22446.73000000","23223.74000000","2331420"
"2022-08-19","COST","stock","500.59","486.73","487.03","500.59","8523948"
"2022-08-19","ETH","crypto","4248.04000000","4399.09000000","3865.75000000","4015.02000000","1116665"
"2022-08-19","JNJ","stock","256.82","243.40","249.93","256.82","973027"
"2022-08-19","MSFT","stock","139.12","138.57","138.62","139.12","3294588"
"2022-08-19","PG","stock","45.84","45.75","46.29","46.53","2019791"
"2022-08-19","V","stock","162.48","162.48","165.55","167.11","3330523"
"2022-08-18","BTC","crypto","23009.82000000","23066.90000000","20385.00000000","22492.53000000","1988070"
"2022-08-18","COST","stock","500.23","495.17","496.41","500.23","1803322"
"2022-08-18","ETH","crypto","3815.34000000","4273.39000000","3815.34000000","4166.98000000","16817122"
"2022-08-18","JNJ","stock","249.27","249.27","257.65","257.77","6164581"
"2022-08-18","MSFT","stock","142.05","141.07","141.07","142.05","1782494"
"2022-08-18","PG","stock","46.67","45.59","45.92","46.67","6142729"
"2022-08-18","V","stock","163.24","162.70","163.35","163.63","4626576"
"2022-08-17","BTC","crypto","23265.23000000","23823.29000000","20353.03000000","22530.54000000","744815"
"2022-08-17","COST","stock","495.98","495.98","501.74","501.85","6114601"
"2022-08-17","ETH","crypto","4214.95000000","4299.15000000","3944.12000000","3966.72000000","61266607"
"2022-08-17","JNJ","stock","248.09","248.09","251.16","251.48","7119069"
"2022-08-17","MSFT","stock","141.22","141.22","141.94","141.95","6119226"
"2022-08-17","PG","stock","46.23","46.13","46.49","46.96","407870"
"2022-08-17","V","stock","157.27","157.27","160.92","161.91","4776220"
"2022-08-16","BTC","crypto","21759.02000000","23693.72000000","21759.02000000","22566.90000000","924480"
"2022-08-16","COST","stock","483.34","483.34","498.13","499.16","1398790"
"2022-08-16","ETH","crypto","3943.75000000","4235.94000000","3936.75000000","4147.04000000","443001"
"2022-08-16","JNJ","stock","243.53","243.53","247.80","248.92","2831747"
"2022-08-16","MSFT","stock","141.17","139.52","140.29","142.66","7058381"
"2022-08-16","PG","stock","45.81","45.81","46.26","46.47","3713317"
"2022-08-16","V","stock","162.72","152.64","155.73","162.72","3210382"
"2022-08-15","BTC","crypto","22049.14000000","23350.23000000","21271.56000000","21932.63000000","2110971"
"2022-08-15","COST","stock","489.91","480.35","483.01","489.91","2712354"
"2022-08-15","ETH","crypto","4161.34000000","4214.81000000","4054.94000000","4072.69000000","1444654"
"2022-08-15","JNJ","stock","251.31","241.42","242.12","251.31","9553207"
"2022-08-15","MSFT","stock","140.86","139.09","139.26","140.86","1735281"
"2022-08-15","PG","stock","44.73","44.73","45.80","45.89","3691913"
"2022-08-15","V","stock","159.99","159.99","161.42","162.44","4014122"
"2022-08-12","BTC","crypto","23232.79000000","24377.78000000","21192.35000000","22368.37000000","1111093"
"2022-08-12","COST","stock","488.22","477.65","486.24","488.22","5711263"
"2022-08-12","ETH","crypto","4010.85000000","4372.01000000","4003.56000000","4110.50000000","4132885"
"2022-08-12","JNJ","stock","254.73","246.00","252.29","255.19","3814040"
"2022-08-12","MSFT","stock","140.15","139.29","140.65","142.97","38552131"
"2022-08-12","PG","stock","44.95","44.34","44.87","45.08","10622482"
"2022-08-12","V","stock","166.50","157.82","157.84","166.50","9769567"
"2022-08-11","BTC","crypto","22397.99000000","24180.31000000","22397.99000000","23495.15000000","1005554"
"2022-08-11","COST","stock","492.78","487.11","490.01","495.11","315790"
"2022-08-11","ETH","crypto","3838.39000000","4227.52000000","3838.39000000","4116.35000000","839476"
"2022-08-11","JNJ","stock","261.75","251.96","255.44","261.75","1719248"
"2022-08-11","MSFT","stock","141.40","137.69","138.55","141.40","14655372"
"2022-08-11","PG","stock","45.15","44.80","44.84","45.15","660973"
"2022-08-11","V","stock","161.67","161.67","166.44","167.43","1479120"
"2022-08-10","BTC","crypto","25418.60000000","25418.60000000","22362.03000000","22786.55000000","760769"
"2022-08-10","COST","stock","491.38","491.38","494.36","501.17","1137824"
"2022-08-10","ETH","crypto","4217.90000000","4324.60000000","3787.35000000","4030.16000000","2584230"
"2022-08-10","JNJ","stock","265.25","262.05","263.04","265.25","1733365"
"2022-08-10","MSFT","stock","142.94","141.66","142.49","144.08","1174119"
"2022-08-10","PG","stock","45.21","45.19","45.19","45.21","2169988"
"2022-08-10","V","stock","168.05","161.17","161.52","168.05","2047856"
"2022-08-09","BTC","crypto","25364.05000000","27455.52000000","23592.51000000","24303.55000000","430674"
"2022-08-09","COST","stock","493.45","491.25","491.66","493.45","387020"
"2022-08-09","ETH","crypto","4128.54000000","4263.82000000","3956.15000000","4217.32000000","776680"
"2022-08-09","JNJ","stock","260.38","260.38","265.54","270.84","5265322"
"2022-08-09","MSFT","stock","135.92","135.92","143.02","143.12","22634546"
"2022-08-09","PG","stock","44.93","44.93","45.35","45.49","2856167"
"2022-08-09","V","stock","164.99","164.99","166.79","167.25","19903167"
"2022-08-08","BTC","crypto","27821.78000000","28881.41000000","25023.34000000","25728.74000000","1233710"
"2022-08-08","COST","stock","491.83","491.83","493.13","495.19","443748"
"2022-08-08","ETH","crypto","4056.87000000","4286.55000000","3987.03000000","4164.43000000","1414944"
"2022-08-08","JNJ","stock","267.96","257.91","260.58","267.96","1591635"
"2022-08-08","MSFT","stock","140.96","135.79","136.35","140.96","9018660"
"2022-08-08","PG","stock","44.21","44.21","44.80","44.94","4106872"
"2022-08-08","V","stock","164.15","161.08","164.61","171.10","533350"
"2022-08-05","BTC","crypto","28107.63000000","32646.66000000","27635.11000000","28813.62000000","728375"
"2022-08-05","COST","stock","492.22","491.73","493.20","496.23","1410011"
"2022-08-05","ETH","crypto","3923.44000000","3923.44000000","3783.04000000","3802.93000000","1449842"
"2022-08-05","JNJ","stock","269.32","262.02","269.31","274.13","670976"
"2022-08-05","MSFT","stock","145.69","139.75","141.03","145.69","12472113"
"2022-08-05","PG","stock","44.73","43.82","44.38","44.81","9884354"
"2022-08-05","V","stock","159.00","159.00","165.40","167.66","34430563"
"2022-08-04","BTC","crypto","30206.32000000","30206.32000000","27910.45000000","28684.05000000","3116289"
"2022-08-04","COST","stock","488.06","488.06","493.35","495.11","4677932"
"2022-08-04","ETH","crypto","3694.05000000","3952.24000000","3492.75000000","3816.78000000","1258028"
"2022-08-04","JNJ","stock","276.65","263.44","267.58","276.65","1745753"
"2022-08-04","MSFT","stock","146.18","144.34","144.60","146.18","5418833"
"2022-08-04","PG","stock","44.87","44.05","44.84","44.92","3597815"
"2022-08-04","V","stock","160.85","157.51","159.30","160.85","550887"
"2022-08-03","BTC","crypto","29644.41000000","31222.06000000","29644.41000000","30363.19000000","549469"
"2022-08-03","COST","stock","484.00","484.00","488.36","493.25","1107878"
"2022-08-03","ETH","crypto","3623.08000000","3831.98000000","3539.97000000","3723.01000000","1252679"
"2022-08-03","JNJ","stock","276.85","274.09","274.37","276.85","5644979"
"2022-08-03","MSFT","stock","143.50","143.50","146.21","146.63","1258721"
"2022-08-03","PG","stock","45.03","44.74","44.80","45.03","159906"
"2022-08-03","V","stock","155.72","155.72","158.95","160.84","12958642"
"2022-08-02","BTC","crypto","30589.59000000","32358.92000000","29224.71000000","29985.08000000","1844112"
"2022-08-02","COST","stock","483.65","483.65","483.95","484.93","5614176"
"2022-08-02","ETH","crypto","3417.06000000","3761.95000000","3417.06000000","3644.83000000","520162"
"2022-08-02","JNJ","stock","279.50","273.71","278.27","281.56","1504280"
"2022-08-02","MSFT","stock","146.45","144.32","144.94","146.82","340877"
"2022-08-02","PG","stock","44.92","44.75","44.93","45.16","4718839"
"2022-08-02","V","stock","155.65","155.42","157.72","164.05","2289977"
"2022-08-01","BTC","crypto","29376.99000000","32567.56000000","27928.72000000","31134.26000000","2994074"
"2022-08-01","COST","stock","484.31","478.59","483.37","485.64","35185703"
"2022-08-01","ETH","crypto","3695.21000000","3797.81000000","3439.83000000","3577.34000000","1495467"
"2022-08-01","JNJ","stock","274.40","274.40","276.47","279.05","808103"
"2022-08-01","MSFT","stock","143.89","143.89","146.82","147.10","1406108"
"2022-08-01","PG","stock","45.58","44.81","44.84","45.58","12074789"
"2022-08-01","V","stock","154.82","154.82","156.62","158.40","1597983"
"2022-07-29","BTC","crypto","32322.72000000","32463.10000000","29934.14000000","30568.64000000","178663"
"2022-07-29","COST","stock","481.67","481.64","482.12","483.65","4975731"
"2022-07-29","ETH","crypto","4235.91000000","4235.91000000","3852.32000000","3894.02000000","497827"
"2022-07-29","JNJ","stock","258.64","258.64","273.12","274.24","3342901"
"2022-07-29","MSFT","stock","143.55","143.55","146.11","146.64","1700207"
"2022-07-29","PG","stock","46.25","45.37","45.55","46.25","948022"
"2022-07-29","V","stock","148.74","148.74","154.92","155.75","6765329"
"2022-07-28","BTC","crypto","30018.42000000","34306.99000000","29713.57000000","31068.34000000","2441823"
"2022-07-28","COST","stock","496.76","473.45","481.03","496.76","2278719"
"2022-07-28","ETH","crypto","3735.24000000","4024.77000000","3622.74000000","3999.85000000","11425038"
"2022-07-28","JNJ","stock","257.51","257.30","258.37","259.33","15067434"
"2022-07-28","MSFT","stock","148.30","143.20","144.31","148.30","303733"
"2022-07-28","PG","stock","45.89","45.64","46.19","46.55","3410618"
"2022-07-28","V","stock","151.36","147.06","148.39","151.87","1365660"
"2022-07-27","BTC","crypto","31785.45000000","31785.45000000","27596.54000000","29893.47000000","1877700"
"2022-07-27","COST","stock","484.85","484.85","496.85","497.46","1267776"
"2022-07-27","ETH","crypto","3892.75000000","3892.75000000","3609.02000000","3801.18000000","1859022"
"2022-07-27","JNJ","stock","260.29","255.05","255.13","260.29","6824088"
"2022-07-27","MSFT","stock","147.60","146.24","146.80","147.60","6471734"
"2022-07-27","PG","stock","44.96","44.96","45.71","45.72","2277071"
"2022-07-27","V","stock","156.84","149.23","150.83","156.84","2837141"
"2022-07-26","BTC","crypto","27904.17000000","31166.69000000","27904.17000000","30371.85000000","306194"
"2022-07-26","COST","stock","482.45","482.45","485.85","487.53","3039319"
"2022-07-26","ETH","crypto","3812.25000000","3865.29000000","3706.11000000","3777.42000000","989414"
"2022-07-26","JNJ","stock","257.85","253.48","260.94","262.97","3664503"
"2022-07-26","MSFT","stock","142.16","142.16","147.21","147.23","3293063"
"2022-07-26","PG","stock","45.06","44.73","45.03","45.10","2576373"
"2022-07-26","V","stock","155.44","155.40","156.75","161.56","6512686"
"2022-07-25","BTC","crypto","28816.89000000","30400.51000000","27569.42000000","28370.66000000","2810888"
"2022-07-25","COST","stock","489.95","482.01","483.88","489.95","654299"
"2022-07-25","ETH","crypto","3958.85000000","3958.85000000","3729.76000000","3816.94000000","908806"
"2022-07-25","JNJ","stock","274.40","258.14","260.20","274.40","3436494"
"2022-07-25","MSFT","stock","140.51","140.51","143.01","143.44","8310726"
"2022-07-25","PG","stock","44.88","44.88","44.98","45.00","553436"
"2022-07-25","V","stock","153.69","153.69","156.07","156.93","34336774"
"2022-07-22","BTC","crypto","27224.74000000","27834.21000000","25923.34000000","27813.51000000","3489971"
"2022-07-22","COST","stock","486.36","486.36","491.63","497.53","891415"
"2022-07-22","ETH","crypto","3764.88000000","3869.35000000","3444.37000000","3660.35000000","2934283"
"2022-07-22","JNJ","stock","277.59","268.44","275.63","281.94","19069540"
"2022-07-22","MSFT","stock","142.67","141.67","141.75","142.67","1140132"
"2022-07-22","PG","stock","45.18","44.85","44.94","45.18","6741118"
"2022-07-22","V","stock","156.43","151.98","154.69","157.44","741701"
"2022-07-21","BTC","crypto","25134.49000000","27918.01000000","24698.60000000","26889.17000000","555435"
"2022-07-21","COST","stock","483.21","483.21","485.74","487.78","2824866"
"2022-07-21","ETH","crypto","3415.72000000","3709.71000000","3415.72000000","3689.13000000","316867"
"2022-07-21","JNJ","stock","282.59","269.38","277.96","285.10","7262382"
"2022-07-21","MSFT","stock","147.21","142.43","142.61","147.21","2084307"
"2022-07-21","PG","stock","45.21","45.10","45.27","45.28","1994990"
